f1_costo,f2_desbalance
73127.0610,2077.0000
74525.4580,1974.0000
74584.1320,1932.0000
75341.3060,1856.0000
80221.0270,1848.0000
84139.6120,1847.0000
86575.9800,1844.0000
87387.6370,1843.0000
93751.5200,1071.0000
94061.6540,859.0000
94262.8220,687.0000
95180.6510,594.0000
95721.2900,140.0000
96495.2280,123.0000
97660.3260,114.0000
98434.2640,43.0000
99803.3240,42.0000
101089.9610,33.0000
103368.4680,30.0000
104646.7230,26.0000
112780.0570,19.0000
114703.7260,5.0000
116841.1360,1.0000
