f1_costo,f2_desbalance
73127.0610,2077.0000
74525.4580,1974.0000
74584.1320,1932.0000
75047.9360,1922.0000
75341.3060,1856.0000
80506.0150,1843.0000
93751.5200,1071.0000
94067.2420,687.0000
95745.0390,113.0000
96715.9540,44.0000
97527.6110,42.0000
102232.7070,33.0000
102970.3230,31.0000
110948.5900,30.0000
111018.4400,27.0000
113834.7920,22.0000
114140.7350,17.0000
116090.9470,11.0000
118282.8400,5.0000
121399.5470,4.0000
124440.8160,3.0000
