f1_costo,f2_desbalance
73127.0610,2077.0000
74525.4580,1974.0000
74584.1320,1932.0000
75047.9360,1922.0000
75341.3060,1856.0000
80533.9550,1850.0000
82961.9410,1843.0000
93692.8460,633.0000
93878.6470,599.0000
94985.0710,594.0000
95208.5910,194.0000
95274.2500,140.0000
95957.3830,123.0000
97427.0270,114.0000
97949.5050,43.0000
100648.5090,38.0000
100894.3810,33.0000
102647.6160,30.0000
104451.1430,26.0000
112555.1400,13.0000
113362.6060,11.0000
114650.6400,4.0000
120316.8720,2.0000
