f1_costo,f2_desbalance
73127.0610,2077.0000
74525.4580,1974.0000
75001.8350,1932.0000
75341.3060,1856.0000
81138.8560,1850.0000
81446.1960,1847.0000
84452.5400,1846.0000
87576.2320,1843.0000
93751.5200,1071.0000
93878.6470,599.0000
95094.0370,371.0000
99473.6320,341.0000
100024.0500,105.0000
101228.2640,52.0000
102065.0670,50.0000
103028.9970,31.0000
104113.0690,30.0000
107537.1160,27.0000
113580.5380,23.0000
115828.3110,4.0000
