f1_costo,f2_desbalance
73127.0610,2077.0000
74525.4580,1974.0000
74584.1320,1932.0000
75047.9360,1871.0000
75341.3060,1856.0000
76238.1800,1851.0000
80095.2970,1849.0000
80248.9670,1844.0000
82477.1820,1843.0000
